id,machine_id,timestamp,oee,availability,performance,output_quality,status
458,8,2025-02-10,60.45,83.64,89.05,83.47,Running
459,9,2025-02-10,71.31,79.54,52.53,67.08,Offline
460,10,2025-02-10,74.72,51.23,96.74,89.73,Running
461,11,2025-02-10,86.5,77.32,54.08,62.63,Running
462,12,2025-02-10,75.61,57.62,51.17,60.3,Running
463,13,2025-02-10,72.41,71.39,94.54,72.7,Running
464,14,2025-02-10,96.79,76.62,86.6,85.34,Offline
465,15,2025-02-10,67.45,85.16,72.09,92.89,Offline
466,16,2025-02-10,71.71,74.73,58.13,67.75,Running
467,17,2025-02-10,72.84,87.42,67.2,53.8,Running
468,18,2025-02-10,81.94,56.82,59.45,90.4,Offline
469,19,2025-02-10,95.51,74.5,97.87,75.84,Offline
470,20,2025-02-10,69.28,80.61,96.48,73.24,Offline
471,21,2025-02-10,62.72,86.91,83.17,82.48,Running
472,22,2025-02-10,99.85,62.92,54.5,79.96,Offline
473,23,2025-02-10,84.07,93.24,70.52,67.62,Running
474,24,2025-02-10,61.32,88.72,95.49,88.13,Running
475,25,2025-02-10,88.32,89.74,53.02,74.09,Running
476,26,2025-02-10,91.9,95.04,94.87,93.68,Offline
477,27,2025-02-10,56.95,96.62,78.52,84.01,Running
478,28,2025-02-10,64.55,84.01,92.17,68.63,Running
479,29,2025-02-10,52.42,81.47,84.45,74.01,Running
480,30,2025-02-10,71.81,93.86,61.83,54.36,Running
481,31,2025-02-10,53.7,77.6,99.42,78.05,Offline
482,32,2025-02-10,63.87,68.26,97.17,52.13,Running
483,33,2025-02-10,55.22,77.3,51.46,58.12,Offline
484,34,2025-02-10,86.51,83.36,94.98,50.97,Running
485,35,2025-02-10,99.21,64.73,62.62,70.88,Running
486,36,2025-02-10,83.08,88.95,99.19,51.12,Offline
487,37,2025-02-10,69.42,97.86,65.38,63.57,Running
488,38,2025-02-10,80.64,58.11,96.88,84.09,Offline
489,39,2025-02-10,80.52,80.08,83.55,63.07,Offline
490,40,2025-02-10,50.17,85.96,54.25,95.14,Offline
491,41,2025-02-10,76.89,53.05,64.89,71.73,Offline
492,42,2025-02-10,74.72,63.51,76.92,51.19,Offline
493,43,2025-02-10,95.76,85.97,94.89,87.44,Offline
494,44,2025-02-10,97.3,73.69,76.65,97.7,Running
495,45,2025-02-10,81.31,66.38,62.96,89.64,Running
496,46,2025-02-10,96.45,54.12,72.49,78.78,Offline
497,47,2025-02-10,63.08,73.08,98.64,90.24,Offline
498,48,2025-02-10,50.18,55.26,55.4,53.9,Running
499,49,2025-02-10,53.18,70.06,84.14,75.7,Offline
500,50,2025-02-10,85.2,81.73,92.3,81.7,Offline
501,1,2025-02-11,55.79,63.56,66.09,90.32,Offline
502,2,2025-02-11,94.01,54.17,88.96,72.82,Offline
503,3,2025-02-11,57.32,94.6,56.84,86.54,Offline
504,4,2025-02-11,91.58,59.99,55.85,88.94,Offline
505,5,2025-02-11,68.57,84.0,96.14,57.74,Running
506,6,2025-02-11,70.51,50.65,98.16,77.08,Running
507,7,2025-02-11,73.44,71.85,80.07,51.56,Running
508,8,2025-02-11,57.44,59.78,90.06,51.24,Offline
509,9,2025-02-11,72.43,77.94,60.34,55.2,Offline
510,10,2025-02-11,50.75,86.48,85.46,82.5,Running
511,11,2025-02-11,52.25,89.64,82.92,68.32,Running
512,12,2025-02-11,54.92,63.27,69.95,81.32,Running
513,13,2025-02-11,90.5,80.07,50.22,92.86,Offline
514,14,2025-02-11,76.27,97.18,65.78,63.09,Offline
515,15,2025-02-11,54.63,81.34,96.25,59.82,Offline
516,16,2025-02-11,52.37,54.06,63.82,67.17,Offline
517,17,2025-02-11,70.01,54.5,65.3,98.16,Offline
518,18,2025-02-11,61.21,70.53,82.11,65.59,Offline
519,19,2025-02-11,97.38,91.29,87.59,66.22,Running
520,20,2025-02-11,95.05,50.99,90.76,67.73,Running
521,21,2025-02-11,91.98,96.29,57.65,61.73,Offline
522,22,2025-02-11,71.2,69.91,87.11,75.04,Running
523,23,2025-02-11,67.01,97.69,59.13,66.99,Running
524,24,2025-02-11,69.56,62.18,65.92,66.35,Offline
525,25,2025-02-11,96.22,97.06,87.35,65.53,Offline
526,26,2025-02-11,54.36,70.9,88.91,90.91,Offline
527,27,2025-02-11,51.93,94.77,78.18,50.08,Running
528,28,2025-02-11,79.65,93.55,92.81,98.78,Running
529,29,2025-02-11,99.36,62.01,99.61,86.61,Offline
530,30,2025-02-11,87.52,51.68,94.97,54.56,Running
531,31,2025-02-11,50.84,75.69,81.68,96.74,Offline
532,32,2025-02-11,88.35,88.5,62.77,59.82,Offline
533,33,2025-02-11,66.87,92.03,51.02,86.8,Running
534,34,2025-02-11,56.12,85.94,73.34,77.26,Running
535,35,2025-02-11,59.19,84.14,52.03,69.04,Running
536,36,2025-02-11,95.0,97.59,78.6,85.56,Running
537,37,2025-02-11,65.86,63.22,75.02,72.3,Running
538,38,2025-02-11,51.23,90.32,94.24,64.89,Offline
539,39,2025-02-11,81.61,80.99,89.28,60.96,Running
540,40,2025-02-11,70.83,74.59,57.22,91.72,Offline
541,41,2025-02-11,96.51,92.18,99.79,81.5,Offline
542,42,2025-02-11,82.19,88.33,82.19,72.52,Running
543,43,2025-02-11,75.27,99.74,78.22,54.86,Offline
544,44,2025-02-11,74.0,79.29,88.9,73.24,Running
545,45,2025-02-11,86.14,59.29,64.35,95.49,Offline
546,46,2025-02-11,52.71,72.48,95.58,81.05,Running
547,47,2025-02-11,74.0,75.61,93.12,82.05,Offline
548,48,2025-02-11,76.97,53.96,86.61,63.19,Running
549,49,2025-02-11,81.95,79.01,82.61,96.92,Offline
550,50,2025-02-11,90.75,65.63,78.98,61.57,Offline
551,1,2025-02-12,99.87,78.8,60.91,89.63,Offline
552,2,2025-02-12,73.13,82.72,90.06,80.96,Offline
553,3,2025-02-12,63.39,79.97,98.28,63.66,Offline
554,4,2025-02-12,66.92,74.25,72.77,77.56,Running
555,5,2025-02-12,73.81,75.71,53.25,51.77,Running
556,6,2025-02-12,83.07,53.39,84.53,93.44,Running
557,7,2025-02-12,73.06,51.33,85.14,88.29,Running
558,8,2025-02-12,68.79,60.61,67.75,65.7,Running
559,9,2025-02-12,98.82,74.69,68.26,60.69,Offline
560,10,2025-02-12,65.25,70.24,66.56,78.67,Offline
561,11,2025-02-12,52.58,58.96,84.34,57.35,Running
562,12,2025-02-12,80.2,67.44,94.33,59.45,Running
563,13,2025-02-12,58.9,83.59,97.28,72.44,Offline
564,14,2025-02-12,93.51,85.73,51.96,89.71,Offline
565,15,2025-02-12,54.08,52.75,52.44,69.15,Offline
566,16,2025-02-12,59.83,87.82,68.1,67.39,Running
567,17,2025-02-12,57.28,96.26,79.41,70.93,Running
568,18,2025-02-12,79.58,78.53,54.05,95.63,Offline
569,19,2025-02-12,77.22,87.53,51.68,94.59,Running
570,20,2025-02-12,83.36,93.86,95.83,87.65,Offline
571,21,2025-02-12,77.15,91.48,90.97,56.7,Running
572,22,2025-02-12,72.83,94.46,72.89,82.6,Running
573,23,2025-02-12,77.85,55.09,88.47,73.22,Running
574,24,2025-02-12,88.57,65.87,98.95,91.02,Running
575,25,2025-02-12,99.71,92.46,88.96,63.73,Running
576,26,2025-02-12,61.62,55.67,63.59,84.44,Offline
577,27,2025-02-12,58.09,92.6,57.53,87.43,Offline
578,28,2025-02-12,87.15,95.48,53.33,99.32,Running
579,29,2025-02-12,64.23,64.72,65.19,97.68,Offline
580,30,2025-02-12,90.68,95.19,64.18,82.23,Running
581,31,2025-02-12,92.43,57.33,68.85,88.78,Offline
582,32,2025-02-12,96.05,80.94,55.41,92.08,Offline
583,33,2025-02-12,86.81,57.87,55.57,87.42,Running
584,34,2025-02-12,53.88,71.98,51.74,89.57,Offline
585,35,2025-02-12,69.86,68.25,73.99,70.87,Offline
586,36,2025-02-12,97.09,71.92,63.82,60.1,Offline
587,37,2025-02-12,97.36,69.99,92.24,80.34,Running
588,38,2025-02-12,95.92,94.27,57.42,76.72,Running
589,39,2025-02-12,66.54,53.97,69.58,79.55,Offline
590,40,2025-02-12,90.28,84.4,88.37,75.02,Running
591,41,2025-02-12,79.17,84.1,50.11,95.82,Running
592,42,2025-02-12,53.75,74.66,99.8,98.22,Offline
593,43,2025-02-12,58.33,94.08,84.93,55.25,Running
594,44,2025-02-12,67.07,76.24,93.04,60.75,Running
595,45,2025-02-12,77.79,51.31,93.32,54.77,Running
596,46,2025-02-12,60.76,57.26,61.17,84.53,Running
597,47,2025-02-12,52.09,68.32,98.21,79.47,Running
598,48,2025-02-12,89.79,87.32,65.91,87.94,Offline
599,49,2025-02-12,95.42,58.31,80.87,52.55,Offline
600,50,2025-02-12,97.57,94.0,81.29,54.26,Offline
601,1,2025-02-13,79.98,82.07,73.2,74.13,Running
602,2,2025-02-13,69.98,85.41,75.54,79.59,Offline
603,3,2025-02-13,50.01,72.04,80.14,59.68,Running
604,4,2025-02-13,82.87,74.25,78.78,85.13,Running
605,5,2025-02-13,68.58,63.22,70.29,68.84,Offline
606,6,2025-02-13,51.8,92.54,82.81,62.73,Offline
607,7,2025-02-13,53.11,80.09,59.71,90.84,Offline
608,8,2025-02-13,90.53,74.92,68.11,55.79,Offline
609,9,2025-02-13,65.93,99.04,81.06,78.69,Running
610,10,2025-02-13,56.18,75.61,58.42,78.66,Offline
611,11,2025-02-13,89.62,89.25,53.48,69.05,Offline
612,12,2025-02-13,75.35,58.39,82.99,53.73,Offline
613,13,2025-02-13,50.24,59.44,52.03,66.36,Offline
614,14,2025-02-13,61.32,97.96,52.38,59.06,Offline
615,15,2025-02-13,52.94,68.06,69.19,72.73,Offline
616,16,2025-02-13,69.13,53.01,97.67,77.57,Running
617,17,2025-02-13,96.95,51.75,86.7,68.46,Offline
618,18,2025-02-13,99.43,54.04,53.19,95.17,Running
619,19,2025-02-13,63.03,88.73,83.2,78.26,Running
620,20,2025-02-13,66.81,51.26,57.47,53.02,Running
621,21,2025-02-13,65.73,68.49,54.57,75.78,Offline
622,22,2025-02-13,85.33,55.54,69.25,96.94,Offline
623,23,2025-02-13,87.47,66.1,78.42,94.07,Running
624,24,2025-02-13,90.6,66.21,88.79,98.38,Running
625,25,2025-02-13,54.21,87.04,53.42,79.41,Running
626,26,2025-02-13,53.93,85.27,85.18,74.66,Offline
627,27,2025-02-13,57.61,57.89,78.54,87.52,Running
628,28,2025-02-13,81.33,90.06,60.02,73.22,Offline
629,29,2025-02-13,71.82,86.21,62.6,79.48,Running
630,30,2025-02-13,56.35,83.62,64.43,52.26,Running
631,31,2025-02-13,79.16,62.35,90.51,68.23,Offline
632,32,2025-02-13,55.29,52.45,63.81,87.71,Running
633,33,2025-02-13,87.35,82.09,58.43,97.64,Running
634,34,2025-02-13,55.33,50.47,98.92,50.32,Offline
635,35,2025-02-13,73.44,85.82,57.67,75.33,Offline
636,36,2025-02-13,77.67,58.09,95.86,55.28,Running
637,37,2025-02-13,78.83,79.38,98.86,79.66,Offline
638,38,2025-02-13,52.85,64.65,80.95,84.35,Running
639,39,2025-02-13,90.74,56.35,71.25,76.49,Offline
640,40,2025-02-13,57.95,76.74,96.92,52.3,Running
641,41,2025-02-13,89.32,77.02,86.49,74.63,Running
642,42,2025-02-13,77.28,80.52,90.41,86.78,Running
643,43,2025-02-13,55.69,98.9,55.24,81.0,Offline
644,44,2025-02-13,63.71,88.94,98.19,96.75,Offline
645,45,2025-02-13,91.3,98.7,87.96,62.32,Offline
646,46,2025-02-13,76.72,88.61,50.14,83.98,Running
647,47,2025-02-13,91.37,50.87,78.89,99.51,Offline
648,48,2025-02-13,73.04,67.0,66.28,53.43,Offline
649,49,2025-02-13,91.5,64.37,95.3,87.94,Offline
650,50,2025-02-13,62.8,65.16,54.78,97.22,Offline
651,1,2025-02-14,64.51,62.56,76.14,84.35,Running
652,2,2025-02-14,88.86,67.17,96.48,91.33,Running
653,3,2025-02-14,52.23,57.73,70.54,66.97,Running
654,4,2025-02-14,91.0,89.29,73.85,58.45,Offline
655,5,2025-02-14,60.91,60.67,54.57,74.58,Offline
656,6,2025-02-14,69.3,71.82,94.62,89.26,Running
657,7,2025-02-14,67.83,88.27,58.77,75.74,Offline
658,8,2025-02-14,81.97,74.94,62.09,84.39,Offline
659,9,2025-02-14,64.48,65.86,78.15,97.11,Offline
660,10,2025-02-14,71.85,56.85,83.85,67.54,Running
661,11,2025-02-14,64.71,51.15,62.27,77.41,Offline
662,12,2025-02-14,81.72,94.3,94.23,98.15,Running
663,13,2025-02-14,80.7,78.02,87.4,90.86,Running
664,14,2025-02-14,66.4,77.04,90.43,77.8,Running
665,15,2025-02-14,94.4,87.1,84.12,56.43,Offline
666,16,2025-02-14,62.54,71.41,65.46,56.74,Offline
667,17,2025-02-14,67.28,56.62,97.13,90.02,Running
668,18,2025-02-14,79.35,63.01,78.22,70.12,Offline
669,19,2025-02-14,90.55,59.56,89.99,56.85,Offline
670,20,2025-02-14,76.03,50.88,58.75,91.12,Offline
671,21,2025-02-14,51.56,81.88,80.25,76.94,Running
672,22,2025-02-14,83.36,65.27,89.94,80.33,Running
673,23,2025-02-14,80.29,54.32,94.32,96.09,Offline
674,24,2025-02-14,87.5,87.01,97.42,67.95,Offline
675,25,2025-02-14,64.68,54.85,62.93,91.68,Running
676,26,2025-02-14,73.71,61.15,57.77,78.68,Running
677,27,2025-02-14,82.41,94.01,64.56,57.41,Running
678,28,2025-02-14,52.86,70.65,69.02,79.83,Offline
679,29,2025-02-14,86.35,51.04,89.13,97.73,Running
680,30,2025-02-14,63.95,74.06,84.57,57.12,Offline
681,31,2025-02-14,60.81,53.85,53.6,64.86,Running
682,32,2025-02-14,56.65,88.22,55.0,64.95,Running
683,33,2025-02-14,70.72,97.58,75.57,73.26,Running
684,34,2025-02-14,54.82,54.72,66.11,74.8,Offline
685,35,2025-02-14,80.16,95.15,91.37,75.69,Offline
686,36,2025-02-14,69.69,82.81,91.79,89.54,Offline
687,37,2025-02-14,88.93,72.42,55.79,73.05,Offline
688,38,2025-02-14,52.88,61.44,77.43,86.89,Running
689,39,2025-02-14,70.31,74.73,50.06,55.27,Offline
690,40,2025-02-14,81.98,56.93,56.02,61.73,Offline
691,41,2025-02-14,85.34,72.47,79.09,80.19,Running
692,42,2025-02-14,80.27,61.98,72.93,50.88,Running
693,43,2025-02-14,54.07,61.21,82.87,98.1,Running
694,44,2025-02-14,99.67,97.94,88.34,67.31,Running
695,45,2025-02-14,86.53,85.42,89.49,66.7,Running
696,46,2025-02-14,74.89,92.57,87.0,74.7,Running
697,47,2025-02-14,60.19,84.02,51.61,97.43,Offline
698,48,2025-02-14,85.79,72.85,59.96,70.71,Running
699,49,2025-02-14,98.72,85.03,71.02,88.22,Running
700,50,2025-02-14,72.41,63.66,74.93,95.67,Offline
701,1,2025-02-15,54.16,84.71,99.69,94.81,Running
702,2,2025-02-15,53.75,93.87,89.54,99.5,Running
703,3,2025-02-15,98.94,67.41,99.27,99.99,Offline
704,4,2025-02-15,50.83,83.94,53.79,71.45,Offline
705,5,2025-02-15,67.54,54.16,92.55,65.86,Running
706,6,2025-02-15,80.9,91.68,52.06,84.71,Running
707,7,2025-02-15,53.11,77.74,88.16,88.54,Offline
708,8,2025-02-15,95.93,64.65,73.1,89.86,Offline
709,9,2025-02-15,51.1,54.85,68.11,63.25,Running
710,10,2025-02-15,65.74,52.3,92.82,80.07,Running
711,11,2025-02-15,67.0,80.25,51.0,61.42,Running
712,12,2025-02-15,61.59,62.0,86.31,67.16,Offline
713,13,2025-02-15,64.59,97.3,55.45,65.12,Running
714,14,2025-02-15,86.08,80.61,84.05,50.14,Offline
715,15,2025-02-15,92.78,94.97,73.69,97.2,Running
716,16,2025-02-15,97.22,79.03,62.19,52.36,Running
717,17,2025-02-15,76.83,82.43,80.72,55.08,Offline
718,18,2025-02-15,59.96,52.56,56.94,99.61,Running
719,19,2025-02-15,84.71,77.94,95.42,61.01,Offline
720,20,2025-02-15,57.92,70.19,54.2,86.98,Offline
721,21,2025-02-15,99.08,73.74,56.87,66.2,Running
722,22,2025-02-15,51.84,96.72,83.18,76.62,Running
723,23,2025-02-15,76.99,92.08,95.15,83.66,Running
724,24,2025-02-15,80.84,82.46,70.28,86.21,Offline
725,25,2025-02-15,52.39,98.54,74.23,52.39,Offline
726,26,2025-02-15,88.46,65.18,53.84,97.19,Offline
727,27,2025-02-15,55.38,58.88,86.93,91.67,Running
728,28,2025-02-15,80.76,63.72,94.83,51.2,Running
729,29,2025-02-15,62.99,64.57,56.04,66.04,Running
730,30,2025-02-15,97.44,52.75,90.03,91.57,Running
731,31,2025-02-15,97.91,95.14,72.99,54.84,Offline
732,32,2025-02-15,94.88,92.96,50.15,91.56,Offline
733,33,2025-02-15,55.7,54.23,97.78,78.23,Running
734,34,2025-02-15,96.66,63.98,51.99,72.0,Offline
735,35,2025-02-15,92.51,88.26,65.72,53.67,Offline
736,36,2025-02-15,94.32,95.34,66.72,61.45,Running
737,37,2025-02-15,60.29,67.36,74.5,59.23,Running
738,38,2025-02-15,65.33,71.46,71.09,98.84,Running
739,39,2025-02-15,77.73,83.26,77.68,88.54,Running
740,40,2025-02-15,52.76,96.3,50.31,95.8,Running
741,41,2025-02-15,94.65,55.38,50.9,89.99,Offline
742,42,2025-02-15,51.65,79.75,60.53,92.58,Offline
743,43,2025-02-15,52.63,98.12,84.7,78.78,Offline
744,44,2025-02-15,90.27,85.33,69.52,90.3,Offline
745,45,2025-02-15,87.86,70.22,96.44,69.63,Offline
746,46,2025-02-15,76.47,53.04,91.12,58.31,Offline
747,47,2025-02-15,87.44,92.57,75.1,95.9,Running
748,48,2025-02-15,89.79,83.47,90.27,98.31,Offline
749,49,2025-02-15,70.71,96.38,76.49,58.18,Running
750,50,2025-02-15,72.66,56.07,58.64,90.76,Running
751,1,2025-02-16,75.76,72.8,91.31,54.65,Offline
752,2,2025-02-16,54.23,68.24,88.12,63.99,Offline
753,3,2025-02-16,51.55,53.44,64.78,92.41,Running
754,4,2025-02-16,56.31,77.7,72.81,84.86,Running
755,5,2025-02-16,53.89,67.67,70.3,95.11,Offline
756,6,2025-02-16,83.25,59.02,66.2,69.31,Running
757,7,2025-02-16,98.4,98.22,82.69,93.42,Offline
758,8,2025-02-16,58.44,52.15,66.83,72.74,Offline
759,9,2025-02-16,87.15,77.29,59.53,68.83,Running
760,10,2025-02-16,95.38,89.51,70.81,56.98,Running
761,11,2025-02-16,70.42,74.51,76.79,97.42,Offline
762,12,2025-02-16,55.0,74.7,60.45,62.68,Running
763,13,2025-02-16,99.77,95.99,77.03,62.5,Running
764,14,2025-02-16,98.54,54.23,53.86,81.79,Running
765,15,2025-02-16,74.67,84.88,73.17,93.68,Offline
766,16,2025-02-16,68.28,98.02,68.67,53.88,Running
767,17,2025-02-16,82.89,94.44,99.24,81.3,Running
768,18,2025-02-16,57.61,75.51,68.54,97.28,Offline
769,19,2025-02-16,58.32,72.81,88.56,70.25,Running
770,20,2025-02-16,81.21,63.21,55.45,70.0,Running
771,21,2025-02-16,89.26,93.56,82.58,60.49,Running
772,22,2025-02-16,63.79,87.18,78.3,74.39,Offline
773,23,2025-02-16,52.59,64.93,69.49,87.27,Offline
774,24,2025-02-16,65.17,85.83,63.13,97.66,Offline
775,25,2025-02-16,60.8,53.55,58.67,93.54,Running
776,26,2025-02-16,55.94,84.97,69.54,90.04,Offline
777,27,2025-02-16,77.97,55.31,72.83,85.43,Offline
778,28,2025-02-16,87.13,63.8,97.74,57.07,Running
779,29,2025-02-16,76.06,73.86,67.92,70.23,Running
780,30,2025-02-16,84.82,74.03,79.55,60.65,Running
781,31,2025-02-16,56.97,56.93,53.06,61.95,Offline
782,32,2025-02-16,85.46,87.07,56.03,89.88,Offline
783,33,2025-02-16,73.81,65.8,55.13,62.79,Running
784,34,2025-02-16,82.03,73.15,69.63,81.87,Offline
785,35,2025-02-16,81.97,93.18,90.32,65.11,Running
786,36,2025-02-16,73.53,60.12,99.18,57.01,Running
787,37,2025-02-16,78.11,92.1,64.15,83.04,Offline
788,38,2025-02-16,73.45,53.89,86.96,88.48,Running
789,39,2025-02-16,64.54,87.52,80.74,82.02,Offline
790,40,2025-02-16,71.27,58.61,55.94,55.96,Offline
791,41,2025-02-16,82.72,55.24,69.95,55.18,Offline
792,42,2025-02-16,66.17,89.13,66.57,81.73,Offline
793,43,2025-02-16,80.71,50.3,67.49,55.38,Offline
794,44,2025-02-16,56.8,71.79,96.49,94.54,Running
795,45,2025-02-16,56.32,55.32,85.26,73.65,Offline
796,46,2025-02-16,63.3,93.96,62.53,61.97,Offline
797,47,2025-02-16,63.57,55.11,76.38,65.68,Offline
798,48,2025-02-16,82.74,80.66,60.35,67.33,Running
799,49,2025-02-16,90.25,76.73,93.61,57.65,Offline
800,50,2025-02-16,79.83,55.47,96.27,58.16,Running
801,1,2025-02-17,78.94,89.31,83.3,99.52,Offline
802,2,2025-02-17,77.81,86.42,73.06,59.25,Running
803,3,2025-02-17,76.66,85.86,78.73,54.88,Offline
804,4,2025-02-17,51.26,68.82,74.68,65.23,Offline
805,5,2025-02-17,70.71,83.56,93.46,86.52,Running
806,6,2025-02-17,58.73,60.52,54.47,92.52,Running
807,7,2025-02-17,90.71,96.7,81.6,88.09,Running
808,8,2025-02-17,85.93,58.05,55.6,59.2,Offline
809,9,2025-02-17,94.88,60.12,63.17,54.94,Offline
810,10,2025-02-17,88.76,81.05,57.46,90.82,Running
811,11,2025-02-17,65.75,82.42,84.4,93.73,Offline
812,12,2025-02-17,59.67,51.66,86.57,86.67,Offline
813,13,2025-02-17,92.98,56.06,81.23,57.77,Offline
814,14,2025-02-17,83.76,74.08,63.51,81.1,Offline
815,15,2025-02-17,76.32,66.35,55.34,65.32,Running
816,16,2025-02-17,74.4,75.18,68.66,69.54,Offline
817,17,2025-02-17,91.51,67.91,79.4,67.69,Offline
818,18,2025-02-17,83.85,96.46,98.9,79.73,Offline
819,19,2025-02-17,66.43,86.73,62.05,72.17,Running
820,20,2025-02-17,52.12,83.87,62.99,94.1,Offline
821,21,2025-02-17,62.3,84.93,86.67,59.49,Offline
822,22,2025-02-17,98.2,60.38,95.24,60.7,Offline
823,23,2025-02-17,97.4,58.86,84.08,67.84,Offline
824,24,2025-02-17,67.94,68.52,94.99,71.86,Running
825,25,2025-02-17,65.09,66.69,77.83,98.72,Offline
826,26,2025-02-17,98.58,55.3,68.62,67.24,Offline
827,27,2025-02-17,68.23,70.15,51.78,80.38,Offline
828,28,2025-02-17,89.68,99.64,57.95,58.06,Running
829,29,2025-02-17,86.14,74.65,93.89,55.29,Running
830,30,2025-02-17,50.44,96.35,83.45,81.39,Offline
831,31,2025-02-17,75.44,79.16,81.97,78.11,Offline
832,32,2025-02-17,68.28,98.84,67.52,81.82,Offline
833,33,2025-02-17,98.55,65.92,55.23,93.2,Offline
834,34,2025-02-17,59.31,67.57,71.1,72.9,Offline
835,35,2025-02-17,69.05,91.0,66.44,56.11,Running
836,36,2025-02-17,74.99,58.55,81.06,79.98,Offline
837,37,2025-02-17,79.15,86.2,81.55,70.49,Running
838,38,2025-02-17,58.3,59.25,56.94,53.76,Offline
839,39,2025-02-17,81.06,90.15,85.44,53.44,Running
840,40,2025-02-17,80.89,76.02,84.95,51.22,Offline
841,41,2025-02-17,77.5,62.67,81.24,93.68,Offline
842,42,2025-02-17,80.03,71.46,80.93,84.04,Running
843,43,2025-02-17,82.6,54.16,72.71,59.92,Offline
844,44,2025-02-17,72.22,85.66,63.88,56.01,Offline
845,45,2025-02-17,77.31,51.04,66.95,57.46,Offline
846,46,2025-02-17,76.71,79.87,70.85,84.55,Running
847,47,2025-02-17,80.13,67.01,69.99,66.38,Offline
848,48,2025-02-17,88.49,57.51,87.29,97.11,Offline
849,49,2025-02-17,98.24,62.12,72.35,97.46,Running
850,50,2025-02-17,50.31,54.39,80.38,61.78,Offline
851,1,2025-02-18,63.24,52.89,65.01,72.79,Offline
852,2,2025-02-18,62.71,97.7,92.66,67.68,Offline
853,3,2025-02-18,62.3,93.63,58.82,79.24,Running
854,4,2025-02-18,65.2,50.86,58.95,54.91,Running
855,5,2025-02-18,69.67,89.65,88.86,73.66,Offline
856,6,2025-02-18,69.86,88.36,68.61,70.65,Running
857,7,2025-02-18,51.68,84.2,58.48,88.41,Running
858,8,2025-02-18,89.97,65.26,50.71,72.56,Running
859,9,2025-02-18,75.18,84.09,55.42,86.85,Offline
860,10,2025-02-18,72.83,94.1,73.48,63.31,Running
861,11,2025-02-18,89.13,92.42,64.76,95.02,Running
862,12,2025-02-18,61.31,58.41,71.37,65.9,Running
863,13,2025-02-18,66.45,63.53,94.77,89.35,Offline
864,14,2025-02-18,93.61,98.15,83.81,90.45,Running
865,15,2025-02-18,52.37,64.6,53.15,97.04,Offline
866,16,2025-02-18,96.42,50.38,69.61,61.72,Running
867,17,2025-02-18,94.33,52.49,93.57,55.82,Offline
868,18,2025-02-18,53.95,54.06,57.8,91.59,Offline
869,19,2025-02-18,85.51,95.03,55.98,53.91,Running
870,20,2025-02-18,66.96,71.38,81.41,92.22,Running
871,21,2025-02-18,87.0,88.23,99.04,58.03,Running
872,22,2025-02-18,68.67,82.01,64.97,69.5,Offline
873,23,2025-02-18,70.44,68.33,53.66,77.87,Running
874,24,2025-02-18,99.96,99.96,60.0,55.11,Running
875,25,2025-02-18,72.66,68.62,73.66,80.38,Running
876,26,2025-02-18,85.75,91.47,94.36,51.75,Running
877,27,2025-02-18,74.16,70.2,57.88,75.29,Running
878,28,2025-02-18,52.91,99.51,66.74,98.78,Running
879,29,2025-02-18,89.98,70.12,58.83,72.58,Running
880,30,2025-02-18,99.1,85.63,62.71,53.84,Running
881,31,2025-02-18,98.82,90.13,84.14,88.13,Running
882,32,2025-02-18,82.61,77.34,96.61,65.77,Offline
883,33,2025-02-18,73.52,81.43,63.02,96.95,Offline
884,34,2025-02-18,83.85,95.28,95.41,85.6,Offline
885,35,2025-02-18,96.24,69.97,65.13,70.48,Running
886,36,2025-02-18,59.22,81.77,86.29,50.97,Offline
887,37,2025-02-18,50.4,77.39,71.21,59.13,Offline
888,38,2025-02-18,94.69,56.08,98.56,64.7,Offline
889,39,2025-02-18,70.05,55.63,84.03,75.23,Running
890,40,2025-02-18,61.69,68.63,64.84,93.58,Running
891,41,2025-02-18,54.11,93.85,78.1,92.17,Offline
892,42,2025-02-18,83.05,51.31,89.21,86.19,Offline
893,43,2025-02-18,55.29,97.53,66.76,68.84,Running
894,44,2025-02-18,57.77,67.44,79.28,59.83,Running
895,45,2025-02-18,61.53,97.45,73.77,97.79,Running
896,46,2025-02-18,68.31,80.78,88.56,72.41,Running
897,47,2025-02-18,70.17,53.84,73.76,75.27,Offline
898,48,2025-02-18,96.26,99.05,81.55,97.74,Offline
899,49,2025-02-18,93.89,83.46,63.21,80.63,Offline
900,50,2025-02-18,70.87,76.01,86.66,82.4,Running
901,1,2025-02-19,92.38,88.61,53.95,56.66,Offline
902,2,2025-02-19,55.85,54.8,95.88,82.96,Running
903,3,2025-02-19,50.2,70.3,69.69,63.68,Running
904,4,2025-02-19,78.24,62.8,63.06,62.62,Running
905,5,2025-02-19,91.81,97.95,79.07,56.63,Running
906,6,2025-02-19,83.69,91.16,84.02,93.96,Offline
907,7,2025-02-19,77.63,74.28,95.0,54.27,Offline
908,8,2025-02-19,59.55,67.21,53.81,93.09,Offline
909,9,2025-02-19,61.36,96.59,58.82,83.66,Offline
910,10,2025-02-19,92.51,90.67,67.16,99.22,Running
911,11,2025-02-19,75.58,79.97,51.99,56.2,Offline
